Generic Name,FUKKM System/Group,MDC,NEML,Method of Purchase,Category,Indications,Prescribing Restrictions,Dosage,Adverse Reaction,Contraindications,Interactions,Precautions,is_quota,MAL_Brands
Magnesium Sulphate 50% Injection,Blood and Blood Forming Organs > Blood Substitutes and Perfusion Solutions,B05XA05-183-P30-01-XXX,Yes,APPL,C,i)Treatment and prophylaxis of acute hypomagnesaemia ii) Prevention and treatment of life-threatening seizures in the treatment of toxemias of pregnancy (pre-eclampsia and eclampsia),,"i)Mild hypomagnesemia (ADULT): 1gm magnesium sulphate (8mEq) IM every 6 hours for 4 doses. Severe hypomagnesemia (ADULT): 0.25 g/kg IM over 4 hours. Alternative dose of 5g may be given by slow intravenous infusion over 3 hours ii) Toxemia of pregnancy: An initial intravenous dose of 4gm of magnesium sulphate is recommended. Followed by an intramuscular dose of 4-5gm into each buttock. This may be followed by a dose of 4-5gm into alternate buttocks every 4 hours as needed. Alternatively, the initial dose IV dose may be followed by an infusion of 1-2gm/hr","Hypermagnesaemia characterised by nausea, vomiting, flushing, thirst, hypotension, drowsiness, confusion, slurred speech, double vision, bradycardia, muscle weakness. Hypocalcaemia; paralytic ileus. IM: Irritation and pain at site of injection","Heart block, severe renal impairment (<20ml/min), myocardial damage. Should not be administered to pregnant women 2 hours prior delivery, unless it is the only therapy available to prevent eclamptic seizures. There is a risk the neonate will be born with hypermagnesemia and depressed breathing","Additive central depressant effects with central nervous system depressants. Neuromuscular blocking agents, cardiac glycosides, nifedipine","Renal impairment, myasthaenia gravis, digitalised patients; pregnancy. Monitor serum-magnesium concentrations. An intravenous preparation of calcium salt (calcium gluconate) should be readily available for use when magnesium sulphate is given intravenously.",FALSE,
Magnesium Trisilicate Mixture,Alimentary Tract and Metabolism > Drugs for Acid Related Disorders,A02AA10-912-L21-01-XXX,Yes,Government Contract,C,"Heartburn, dyspepsia",,ADULT children over 12 years: 10-20ml 3 times daily or as required; CHILD: 5-11 years: 5-10 ml three times a day or as required,"Diarrhoea, systemic alkalosis has been reported when administered orally with cation-exchange resins","Acute surgical abdomen, hypersensitivity to antacids, hypophosphataemia","Major: sodium polystyrene sulfonate (advoid). Moderate: tetracyclines, ketoconazole, itraconazole, dipyridamole, quinolones, captopril, iron and aspirin (adjust frequency interval)","Renal impairment-nonabsorbable calcium, magnesium or aluminum preparations such as antacids or laxatives should not be used in patients receiving oral cation-exchange resins. Alternatively, the interaction may be avoided by administering the resin as an enema",FALSE,
"Measles and Rubella Virus Live, Attenuated Vaccine Injection",Antiinfectives for Systemic Use > Vaccines,J07BD52-963-P40-02-XXX,No,LP,C+,Immunisation against measles and rubella.,-,0.5ml by deep SC injection. Dosing is according to Immunisation Schedule under NIP and product insert.,"Injection can cause mild pain and tenderness at site of injection. Measles component can cause a mild fever in 5 ? 15% recipients and rash in 2% recipients. Encephalitis 1 in 1 million vaccines. Rubella component can cause low grade fever, lymphadenopathy, myalgia and paraesthesia.","Patients on corticosteroid, immune-suppressive drug or radio-therapy. Should be avoided in pregnancy because of the theoretical (but never been demonstrated) teratogenic risk. If pregnancy is being planned, then an interval of one (1) month should be observed after rubella immunization. No serious cases have been reported in more than 1000 susceptible pregnant women who inadvertently received a rubella vaccine in early pregnancy. Rubella vaccination during pregnancy is not an inidication for abortion.","The vaccine should not be given within 6 weeks, and if it is possible within 3 months, after an injection of immunoglobulins or blood product containing immunoglobulins (blood plasma). For the same reason immunoglobulin should not be administered within two weeks after the vaccination",Diluent and reconstituted vaccine should be inspected visually for foreign particulate matter or variation of physical aspect prior to administration. In the event either is observed discard the diluents or the reconstituted vaccine.,FALSE,
"Measles, Mumps and Rubella (MMR) Vaccine Injection",Antiinfectives for Systemic Use > Vaccines,J07BD52-963-P40-01-XXX,Yes,APPL,C+,"For immunisation of children against measles, mumps and rubella",-,0.5ml by SC or IM. Dosing is according to Immunisation Schedule under NIP.,"Malaise, fever, rash may occur following first dose of measle, mumps and rubella vaccine","Children with untreated malignant disease or altered immunity and those receiving immunosuppressive drugs or radiotherapy or high-dose corticosteroids, allergies to neomycin, kanamycin, child who received another live vaccine by injection within 3 weeks. Pregnancy",Immune globulins may reduce the efficacy of vaccines. May reduce the diagnostic effect of tuberculin tests.,"Patients with history of cerebral injury or seizures. Patients with thrombocytopenia and those who develop thrombocytopenia after 1st dose. For patients with active tuberculosis, tuberculosis treatment should be started before using the vaccine. Vaccination may be deferred in patients with moderate or severe acute illness. Pregnancy should be avoided for 28 days after vaccination. Lactation.",FALSE,
Meclozine HCl 25mg and Pyridoxine 50mg Tablet,Respiratory System > Antihistamines for Systemic Use,R06AE55-919-T10-01-XXX,No,LP,B,Nausea and vomiting of pregnancy,20 PT/KK (KUOTA),Optimum dosing: 1 to 2 tablets OD. Maximum dosing: 4 tablets/day.,"Drowsiness, dry mouth, blurred vision, headache, gastrointestinal disturbance",Hypersensitivity to meclozine,May enhanced sedative effect of central depressants including alcohol,"Use with caution in prostatic hyperthrophy, urinary retention, glaucoma and pyloroduodenal obstruction, hepatic disease, severe heart failure, asthma. Avoid operating vehicles and machinery. Meclozine may inhibit lactation",TRUE,
Medroxyprogesterone Acetate 50mg/ml Injection,Genito Urinary System and Sex Hormones > Sex Hormones and Modulators of the Genital System,G03AC06-122-P30-01-XXX,Yes,Government Contract,B,Prevention of pregnancy and to provide long term contraception,,150mg to be administered once every 3 month,"Gastrointestinal distress, oedema, menstrual disorders, dermatologic effects","Thromboembolic disorders, liver disease, breast or genital cancer, undiagnosed abnormal vaginal bleeding, known or suspected pregnancy, hypersensitivity to medroxyprogesterone products, missed abortion",Concurrent use with aminoglutethimide may result in decreased medroxyprogesterone efficacy. Concurrent use with nevirapine may result in loss of contraceptive efficacy. Concurrent use with succinylcholine may result in prolongation of neuromuscular blockade,"Depression, epilepsy, migraine, asthma, diabetes, cardiac or renal dysfunction, fluid retention, thromboembolic disorders, cerebral apoplexy, history of convulsions, liver disease, known or suspected breast cancer, undiagnosed vaginal bleeding or miscarriage. NPRA Safety Alert 1. 26 Aug 2024 Risk of Meningioma",FALSE,
Medroxyprogesterone Acetate 5mg Tablet,Genito Urinary System and Sex Hormones > Sex Hormones and Modulators of the Genital System,G03DA02-122-T10-01-XXX,Yes,APPL,B,i) Secondary amenorrhoea ii) Abnormal uterine bleeding due to hormonal imbalance,,i) 5-10 mg daily for 5-10 days started anytime during cycle ii) 5-10 mg daily for 5-10 days on day 16-21 of menstrual cycle. Optimum secretory transformation 10 mg daily for 10 days from day 16 of the cycle,"Gastrointestinal distress, oedema, menstrual disorders, dermatologic effects, nausea, fatique, depression, acne, hirsutism, breast tenderness, thromboembolic phenomena, galactorrhoea, decreased glucose tolerance, anaphylaxis, corticoid like reaction (high doses)","Thromboembolic disorders, liver disease, known or suspected malignancy of breast or genital organs, undiagnosed abnormal vaginal bleeding, known or suspected pregnancy, hypersensitivity to medroxyprogesterone products","Aminoglutethimide and enzyme-inducing drugs (e.g. carbamazepine, griseofulvin, phenobarbital, rifampicin, phenytoin) may reduce plasma concentrations leading to reduced efficacy","Depressions, diabetes, epilepsy, migraine, asthma",FALSE,
Mefenamic Acid 250mg Capsule,Musculo-skeletal System > Antiinflammatory and Antirheumatic Products,M01AG01-000-C10-01-XX,Yes,APPL,C,Mild to moderate pain,,ADULT: 250 - 500 mg 3 times daily after meals.,"Diarrhoea, skin rash, allergic, glomerulonephritis, non-oliguric renal failure, thrombocytopenia, reversible haemolytic anaemia, hypertension, oedema, myocardial infarction NPRA Safety Alert 1. 2 Sept 2024 Mefenamic Acid-Associated Generalised Bullous Fixed Drug Eruption (GBFDE)","Gastrointestinal ulceration or inflammatory bowel disease, renal/hepatic impairment","Alendronate, ACEIs, antacids, beta-adrenergic blockers, calcium channel blocker, ciclosporin, diuretics, methotrexate, sulphonylureas, warfarin","Elderly, renal impairment, asthmatic sensitive to NSAIDs or salicylates, pregnancy, increased risk of serious cardivascular thrombotic events, myocardial infarction NPRA Safety Alert 1. 2 Sept 2024 Mefenamic Acid-Associated Generalised Bullous Fixed Drug Eruption (GBFDE)",FALSE,
"Meningococcal Group A, C, Y, W 135 Vaccine Injection",Antiinfectives for Systemic Use > Vaccines,J07AH04-000-P40-01-XXX,Yes,APPL,B,"Immunisation against meningococcal diseases caused by Neisseria meningitis Group A, Group C, Group Y or Group W-135.",-,0.5ml by IM.,"Temporary hyperthermia and mild erythema at injection site, fever, malaise, irritability, induration, sleepiness, headache.",Hypersensitivity to thiomersal or any component of the form,Decreased effect with administration of immunoglobulin within 1 month,"Infants less than 18 months have a lower rate of seroconversion to C, Y and W135. Do not administer intravascularly, SC or intradermally. Immunocompromise patients, thrombocytopenia, bleeding disorder, & concomitant anticoagulant therapy.",FALSE,
Metformin HCl 500 mg Extended Release Tablet,Alimentary Tract and Metabolism > Drugs Used In Diabetes,A10BA02-110-T50-01-XXX,Yes,APPL,B,Diabetes mellitus who experienced gastrointestinal side effects with normal metformin,"100 PT (KKS), 150 PT (KKBC, KKTS), 200 PT (KKTPG, KKTD, KKJ, KKB) (KUOTA)",500 mg once daily. Maximum dose 2000 mg once daily with evening meal,"Gastrointestinal disorders, taste disturbance/metallic taste. Rarely, decreased vitamin B12 absorption, lactic acidosis, skin reactions, liver function tests abnormalities NPRA Safety Alert 1. 27 Sept 2022 2. 4 Mac 2024 (updated) Vitamin B12 Deficiency","Hypersensitivity, diabetic ketoacidosis, diabetic precoma, renal failure (CrCl < 60ml/min), acute conditions with potential to alter renal function (e.g. dehydration, severe infection, shock), acute or chronic disease which may cause tissue hypoxia (e.g. cardiac or respiratory failure, recent myocardial infarction), hepatic insufficiency, alcohol, lactation","Alcohol, iodinated contrast agents, glucocorticoids, beta-2 agonists, diuretics, ACEIs","Renal failure (risk of lactic acidosis), administration of iodinated contrast agent (discontinue prior to radiologic exam and restart 48 hours afterwards), surgery (discontinue 48 hours prior to surgery and restart 48 hours afterwards), pregnancy NPRA Safety Alert 1. 4 Mac 2024 May reduce vitamin B 12 serum levels. (For full info, please refer package insert/related NPRA Safety Alert)",TRUE,
Metformin HCl 500 mg Tablet,Alimentary Tract and Metabolism > Drugs Used In Diabetes,A10BA02110T1001XX,Yes,APPL,B,Diabetes mellitus,,"Initial: 500mg orally twice daily with food. Maintenance: Titrate in 500mg increments weekly, doses up to 2000 mg daily may be divided into 2 equal doses.","Gastrointestinal disorders, taste disturbance/metallic taste. Rarely, decreased vitamin B12 absorption, lactic acidosis, skin reactions, liver function tests abnormalities NPRA Safety Alert 1. 27 Sept 2022 2. 4 Mac 2024 (updated) Vitamin B12 Deficiency","Hypersensitivity, diabetic ketoacidosis, diabetic precoma, renal failure (CrCl < 60ml/min), acute conditions with potential to alter renal function (e.g. dehydration, severe infection, shock), acute or chronic disease which may cause tissue hypoxia (e.g. cardiac or respiratory failure, recent myocardial infarction), hepatic insufficiency, alcohol, lactation.","Alcohol, iodinated contrast agents, glucocorticoids, beta-2 agonists, diuretics, ACEIs.","Renal failure (risk of lactic acidosis), administration of iodinated contrast agent (discontinue prior to radiologic exam and restart 48 hours afterwards). May need to discontinue treatment in patients with stress-related states e.g. fever, trauma, infection or surgery. Elderly; monitor renal function regularly. May impair ability to drive or operate machinery. NPRA Safety Alert 1. 4 Mac 2024 May reduce vitamin B 12 serum levels. (For full info, please refer package insert/related NPRA Safety Alert)",FALSE,
Methadone 5mg/ml Syrup,Nervous System > Other Nervous System Drugs,N07BC02-110-L90-01-XXX,Yes,Government Contract,A/KK,Detoxification treatment or maintenance treatment of narcotic addiction.,,"Initial 10-20mg per day, increasing by 10-20mg per day until there are no signs of withdrawal or intoxication. Usual dose 40-60mg/day","Constipation, nausea, vomiting, asthenia, dizziness, somnolence, cardiac arrest, disease of cardiovascular system, shock, respiratory arrest, respiratory depression, diaphoresis, constipation, sedation NPRA Safety Alert (2 November 2022) 1. Hypoglycaemia","Hypersensitivity to methadone, severe hepatic impairment, respiratory depression, obstructive airways disease, ulcerative colitis, concomitant administration with monoamine oxidase inhibitors (MAOIs) or within 2 weeks of discontinuation","Buprenorphine, didanosine, efavirenz, fluconazole, fluvoxamine, naltrexone, nevirapine, rifampin, risperidone, ritonavir, voriconazole, zidovudine","May cause dependence on prolonged use. Avoid alcoholic beverages, effects on ability to drive or operate machine. Methadone, even in low doses is a special hazard for children, non-dependent adults are also at risk of toxicity and dependent adults are at risk if tolerance is incorrectly asessed during induction",FALSE,
